customerID,Churn,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges_Monthly,account_Charges_Total,customer_gender_Male,internet_InternetService_Fiber optic,internet_InternetService_No,account_Contract_One year,account_Contract_Two year,account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check,account_PaymentMethod_Mailed check
4654-DLAMQ,0,1,1,0,64,1,0,1,1,1,0,0,1,0,97.0,6430.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4654-GGUII,0,0,0,0,18,0,0,1,1,0,1,0,0,1,40.2,711.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4654-ULTTN,0,0,1,0,70,1,1,1,0,1,1,0,1,1,74.8,5315.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4656-CAURT,0,0,0,0,69,1,1,0,0,0,0,0,0,0,23.95,1713.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4657-FWVFY,0,0,1,1,40,1,1,0,1,1,0,1,0,1,96.35,3915.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4658-HCOHW,1,0,1,1,21,1,0,0,1,1,1,1,1,1,102.8,2110.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4659-NZRUF,1,0,0,0,19,1,1,1,1,0,0,0,1,1,95.15,1789.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4660-IRIBM,0,0,1,1,18,1,0,1,0,1,0,1,0,1,87.9,1500.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4661-NJEUX,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.05,20.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4662-EKDPQ,1,0,0,0,2,1,1,0,0,0,0,0,1,0,62.05,118.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4664-NJCMS,0,0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4667-OHGKG,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.3,19.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4667-QONEA,0,1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4670-TABXH,0,0,1,0,72,1,1,0,1,1,1,1,1,1,109.75,7758.9,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4671-LXRDQ,1,0,0,0,2,1,0,0,0,0,0,0,0,1,45.0,96.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4671-VJLCL,0,0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4672-FOTSD,0,0,0,0,12,1,1,1,1,0,1,0,0,1,67.25,832.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4673-KKSLS,0,0,0,0,31,1,0,1,0,1,1,0,0,0,87.6,2724.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4674-HGNUA,0,0,1,1,71,1,1,1,1,1,1,1,1,0,89.9,6457.15,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4676-MQUEA,0,1,1,0,50,1,1,1,1,1,0,1,0,1,101.9,5265.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4676-WLUHT,0,0,0,0,54,0,0,1,1,0,0,0,1,0,46.2,2431.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4678-DVQEO,1,0,0,0,1,1,0,0,0,0,1,0,0,1,52.2,52.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4680-KUTAJ,0,1,0,0,11,1,1,1,0,0,0,0,0,1,55.6,580.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4682-BLBUC,0,0,1,0,44,1,0,0,1,1,1,1,0,1,70.95,3250.45,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4683-WYDOU,0,0,1,0,62,1,1,0,0,1,1,1,1,1,107.6,6912.7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4685-ERGHK,0,0,0,0,57,1,1,0,0,0,0,1,0,1,86.9,4939.25,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4685-TFLLS,0,0,1,1,18,1,0,0,0,0,0,0,0,0,19.8,342.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4686-GEFRM,0,0,1,0,70,1,1,0,1,1,1,0,1,1,98.7,6858.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4686-UXDML,0,0,0,0,21,1,1,0,1,0,0,1,1,1,99.85,1992.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4690-LLKUA,1,1,0,0,17,1,0,0,0,0,0,0,0,1,45.05,770.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4690-PKDQG,0,1,1,0,42,1,1,0,1,1,0,1,0,1,95.55,3930.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4692-NNQRU,0,0,1,0,21,1,0,0,0,1,1,0,0,0,79.2,1742.45,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4693-VWVBO,0,0,0,0,3,1,0,0,0,0,0,0,0,0,19.55,61.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4694-PHWFW,0,0,0,1,8,1,0,0,0,0,0,0,0,0,19.95,170.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4695-VADHF,1,0,1,1,18,1,0,0,0,1,0,0,1,0,57.45,990.85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4695-WJZUE,1,1,0,0,2,1,1,0,0,1,0,0,1,1,88.55,179.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4697-LUPSU,0,0,1,1,2,1,0,0,0,0,0,0,0,0,20.2,34.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4698-KVLLG,0,1,0,0,51,1,0,0,0,0,0,0,0,0,19.6,967.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
4700-UBQMV,0,0,1,1,21,1,1,1,0,0,0,1,1,1,75.9,1549.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4701-AHWMW,1,0,1,0,55,0,0,0,0,1,1,1,1,1,54.55,2978.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4701-LKOZD,0,0,0,0,70,1,1,1,1,1,1,1,1,0,89.75,6367.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4701-MLJPN,1,0,0,0,31,1,0,0,0,1,1,0,0,1,55.25,1715.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4702-HDRKD,0,0,0,0,67,0,0,1,0,1,1,1,0,1,49.35,3321.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4702-IOQDC,1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4703-MQYKT,0,0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4704-ERYFC,1,0,1,0,22,1,0,0,0,0,0,0,0,1,69.25,1554.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4706-AXVKM,1,1,0,0,11,1,1,0,0,0,0,0,1,1,84.8,906.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4706-DGAHW,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.2,45.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4707-MAXGU,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.85,1872.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
4707-YNOQA,0,0,1,1,34,1,1,0,0,0,0,0,0,1,25.6,917.15,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4709-LKHYG,0,0,1,1,29,1,0,0,0,0,0,0,0,0,20.0,540.05,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4710-FDUIZ,1,0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4710-NKCAW,0,0,1,1,5,1,1,1,1,0,1,0,0,0,64.4,316.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4712-AUQZO,0,0,0,0,18,0,0,1,0,1,0,0,0,0,33.6,550.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4712-UYOOI,0,0,1,1,20,1,0,0,0,0,0,0,0,0,20.0,417.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4713-LZDRV,1,1,0,0,2,1,0,0,0,0,0,0,1,1,79.6,195.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4713-ZBURT,0,0,0,1,45,1,1,0,0,1,0,1,1,0,99.7,4634.35,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4716-HHKQH,0,1,1,0,20,1,1,0,1,0,1,1,1,0,107.05,2172.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4716-MRVEN,0,0,0,0,29,1,0,0,0,0,0,0,0,0,20.0,599.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4717-GHADL,0,0,0,0,50,1,1,0,1,0,1,1,1,1,79.6,4024.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4718-DHSMV,0,0,0,0,11,0,0,0,0,0,0,1,0,1,35.8,363.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4718-WXBGI,0,0,1,1,72,1,1,1,1,1,1,1,1,1,91.95,6614.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4719-UMSIY,0,0,0,1,6,1,0,0,0,0,0,0,0,0,19.65,100.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4720-VSTSI,1,0,0,0,44,1,1,0,1,1,0,0,0,1,84.8,3862.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4723-BEGSG,0,0,1,0,72,1,1,1,0,1,1,1,1,0,86.65,6094.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4724-WXVWF,0,0,0,0,48,1,1,1,0,0,1,0,1,1,95.4,4445.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4726-DLWQN,0,1,0,0,50,1,1,1,1,0,0,1,0,1,70.35,3454.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4727-MCYZG,0,0,0,0,1,1,0,0,0,0,0,0,1,0,55.55,55.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4729-XKASR,1,0,0,1,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4730-AWNAU,0,0,1,1,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4732-RRJZC,0,0,1,1,7,1,0,0,0,0,0,0,0,0,20.25,144.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4735-ASGMA,1,0,0,0,26,1,1,0,0,1,0,1,1,1,98.35,2515.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4735-BJKOU,0,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4737-AQCPU,0,0,1,1,72,1,1,1,1,1,1,0,0,0,72.1,5016.65,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4737-HOBAX,0,0,1,0,63,1,1,0,0,1,1,1,1,0,79.8,5034.05,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4741-WWJQZ,0,0,1,0,2,1,0,1,0,0,1,0,0,1,80.15,194.55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4742-DRORA,0,0,1,1,60,1,1,1,0,1,0,1,0,1,95.4,5812.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4742-TXUEX,0,0,1,1,47,1,0,0,0,0,0,0,0,0,19.3,890.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4745-LSPLO,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.5,20.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4747-LCAQL,0,0,0,0,25,1,0,1,1,0,1,1,1,1,79.0,1902.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4749-OJKQU,0,0,0,0,4,1,1,0,0,0,0,0,0,1,75.65,302.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4749-VFKVB,1,0,0,0,1,1,1,0,0,0,0,0,0,1,50.1,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4750-UKWJK,0,1,1,0,37,1,0,0,0,0,0,0,0,0,19.6,727.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4750-ZRXIU,1,1,0,0,4,1,1,0,0,0,0,0,1,1,84.6,360.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4751-ERMAN,0,0,1,1,72,1,0,0,1,1,0,1,1,1,75.4,5480.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4753-PADAS,0,0,1,0,67,1,1,0,1,1,0,1,1,1,105.7,6816.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4759-PXTAN,0,0,1,0,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4759-TRPLW,1,0,0,0,1,1,0,0,0,0,0,0,0,0,70.4,70.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4760-THGOT,0,0,1,0,43,1,1,1,1,0,0,0,1,1,94.1,4107.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4760-XOHVN,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4763-PGDPO,1,0,0,0,4,1,0,0,0,0,0,0,0,0,70.4,281.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4765-OXPPD,1,0,1,1,9,1,0,1,1,1,1,0,0,0,65.0,663.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4767-HZZHQ,0,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4770-QAZXN,0,0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,232.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4770-UEZOX,0,0,0,0,2,1,0,0,1,0,0,0,0,1,74.75,144.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4774-HHGGS,0,0,1,0,30,1,0,0,0,0,0,0,0,0,19.05,637.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4776-XSKYQ,0,0,1,1,12,0,0,0,0,0,1,0,0,0,30.25,368.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4778-IZARL,0,0,1,0,63,1,0,1,1,1,1,1,1,1,110.1,6705.7,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4779-ZGICK,0,0,1,1,48,1,1,0,0,0,0,0,0,0,23.55,1173.35,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4781-ZXYGU,0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4782-OSFXZ,0,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4785-FCIFB,0,0,1,0,61,1,1,0,0,0,0,0,0,0,24.4,1417.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4785-NKHCX,0,1,0,0,5,1,0,0,0,0,0,0,0,0,20.05,94.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4785-QRJHC,1,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4786-UKSNZ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4789-KWMXN,1,0,1,0,47,1,1,1,0,1,1,1,1,1,110.85,5275.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4791-QRGMF,1,0,1,0,59,1,1,0,0,1,0,1,1,1,99.5,5961.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4795-KTRTH,1,1,1,0,5,1,1,0,1,0,0,0,0,1,81.0,371.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4795-UXVCJ,0,0,0,0,26,1,0,0,0,0,0,0,0,0,19.8,457.3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4795-WRNVT,0,0,0,0,40,1,0,1,1,0,0,1,0,0,65.1,2586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4797-AXPXK,1,0,0,1,1,1,0,1,1,0,1,0,0,1,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4797-MIWUM,0,0,1,1,7,1,0,0,0,0,0,0,0,1,20.25,174.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4800-CZMPC,1,0,1,1,48,1,1,1,1,0,0,1,1,1,103.25,5037.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4800-VHZKI,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4801-JZAZL,0,0,1,1,11,0,0,1,0,0,0,0,0,1,29.6,346.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4801-KFYKL,0,0,0,1,8,1,0,0,0,0,0,0,0,0,19.45,159.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4803-AXVYP,1,1,0,0,38,1,1,0,0,0,1,1,1,1,99.55,3734.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4803-LBYPN,0,0,1,1,34,1,0,0,0,0,0,0,0,0,20.8,635.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4804-NCPET,0,0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,387.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
4806-DXQCE,0,1,1,0,70,1,1,1,1,1,1,1,1,1,113.65,7714.65,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4806-HIPDW,1,0,1,0,1,1,0,0,0,0,0,0,0,1,68.95,68.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4806-KEXQR,1,0,0,0,4,1,0,0,0,0,0,0,1,1,79.9,324.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4807-IZYOZ,0,0,0,0,51,1,0,0,0,0,0,0,0,0,20.65,1020.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4808-YNLEU,0,0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4811-JBUVU,0,0,0,0,30,1,1,0,0,0,1,0,1,1,89.9,2723.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4813-HQMGZ,0,0,1,0,8,1,1,0,0,0,1,0,1,1,90.25,743.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4815-GBTCD,0,0,1,0,4,0,0,0,0,0,0,0,0,1,25.15,99.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4815-TUMEQ,0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4815-YOSUK,0,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4816-JBHOV,1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.7,93.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4816-LXZYW,1,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4816-OKWNX,0,0,1,1,50,1,0,0,1,1,1,1,1,1,103.4,5236.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4817-KEQSP,0,0,1,1,71,1,0,0,0,0,0,0,0,0,19.85,1326.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4817-QRJSX,1,0,0,0,10,1,1,0,1,0,0,0,0,1,81.0,818.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4817-VYYWS,1,0,0,0,30,1,1,0,1,0,0,1,1,1,100.2,2983.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4818-DRBQT,1,0,1,0,29,1,1,0,1,0,0,0,0,1,80.15,2265.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4818-QIUFN,1,1,0,0,20,1,1,1,0,0,0,0,0,1,79.15,1520.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4819-HJPIW,0,0,0,0,18,0,0,0,0,0,0,0,0,0,25.15,476.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4821-SJHJV,0,0,1,1,32,1,1,1,0,0,0,1,0,0,89.6,2901.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4821-WQOYN,0,0,1,1,72,1,0,0,0,0,0,0,0,1,20.1,1326.25,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
4822-LPTYJ,0,0,1,0,72,1,1,0,1,1,0,1,1,1,103.75,7346.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4822-NGOCH,1,0,0,0,13,1,1,0,1,1,0,0,0,1,84.45,1058.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4822-RVYBB,1,1,0,0,8,1,1,0,0,1,0,1,1,1,100.6,819.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4822-YCXMX,1,0,0,0,25,1,1,0,0,0,0,0,1,1,84.8,2043.45,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4824-GUCBY,0,1,0,0,22,1,0,1,1,0,0,0,0,0,81.7,1820.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4825-FUREZ,0,0,1,0,42,1,0,0,0,0,0,0,0,0,20.25,835.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4825-XJGDM,0,0,0,0,61,0,0,1,1,1,1,0,0,0,43.7,2696.55,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4826-DXMUP,0,0,0,1,35,1,0,0,0,0,1,1,1,1,72.1,2495.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4826-TZEVA,0,0,0,0,40,1,0,0,1,0,0,0,0,0,74.8,2971.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4826-XTSOH,1,1,1,0,1,1,1,0,0,0,0,1,0,1,86.05,86.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4827-DPADN,0,0,1,1,72,1,1,1,0,1,1,1,1,1,83.3,6042.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4827-LTQRJ,0,1,1,1,66,1,1,1,1,0,1,1,1,1,110.6,7210.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4827-USJHP,0,0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4828-FAZPK,0,0,1,1,16,1,1,0,1,0,0,0,0,1,79.95,1267.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4829-AUOAX,1,0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4829-ZLJTK,0,1,1,0,72,1,1,1,1,1,0,1,1,1,112.4,8046.85,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4830-FAXFM,0,0,0,1,19,1,1,0,0,0,0,0,0,1,24.1,439.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4831-EOBFE,1,0,1,1,29,1,0,1,0,0,0,1,1,0,94.65,2649.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4832-VRBMR,0,1,1,0,65,1,1,0,1,1,0,1,1,1,103.15,6792.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4833-QTJNO,0,1,1,0,67,1,1,1,1,0,0,0,0,0,83.85,5588.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4835-YSJMR,0,0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4836-WNFNO,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.0,1849.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
4837-PZTIC,0,0,0,0,47,0,0,1,0,1,1,0,0,0,41.9,1875.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4837-QUSFT,0,0,1,0,65,1,1,1,1,0,1,1,0,1,100.15,6643.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4840-ORQXB,0,1,0,0,56,1,1,0,1,1,0,1,1,0,104.75,5841.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4844-JJWUY,1,1,0,0,1,1,0,0,1,0,0,0,1,1,86.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4846-WHAFZ,1,1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4847-QNOKA,1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847-TAJYI,0,1,0,0,6,1,0,0,0,0,0,1,1,1,89.35,567.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4849-PYRLQ,0,1,0,0,56,1,1,1,0,1,1,0,1,0,73.25,4054.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4851-BQDNX,0,0,1,1,40,1,0,0,0,1,0,1,0,1,85.05,3355.65,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4853-OITSN,0,0,1,0,5,1,1,1,0,0,0,0,1,1,89.15,413.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4853-RULSV,1,0,0,0,70,1,1,1,0,0,1,1,1,1,104.0,7250.15,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
4854-CIDCF,0,1,0,0,3,1,0,0,0,1,0,0,0,0,73.85,196.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4854-SSLTN,0,0,1,1,2,1,0,1,1,0,1,0,0,0,59.5,130.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4855-SNKMY,1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.1,44.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4859-ZSRDZ,0,0,1,1,58,0,0,0,0,1,1,1,1,1,55.5,3166.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
